ET_FID,X,Y,Id,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,WIDS_,WIDS_ID,DXF_LAYER,CLASS,TEXT,ET_X,ET_Y,ET_ANGLE,ET_STATION,ET_ID
8316,573418.796263388,137315.664358197,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573418.79626,137315.66436,89.8366,105,0
8317,573421.796251149,137315.672927631,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573421.79625,137315.67293,89.8366,108,0
8318,573424.796238909,137315.681497066,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573424.79624,137315.6815,89.8366,111,0
8319,573427.79622667,137315.6900665,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573427.79623,137315.69007,89.8366,114,0
8320,573430.796214431,137315.698635934,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573430.79621,137315.69864,89.8366,117,0
8321,573433.796202192,137315.707205369,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573433.7962,137315.70721,89.8356,120,0
8322,573436.796189953,137315.715774803,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573436.79619,137315.71577,89.8356,123,0
8323,573439.796177713,137315.724344238,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573439.79618,137315.72434,89.8366,126,0
8324,573442.796165474,137315.732913672,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573442.79617,137315.73291,89.8366,129,0
8325,573445.796153235,137315.741483107,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573445.79615,137315.74148,89.8366,132,0
8326,573448.796140996,137315.750052541,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573448.79614,137315.75005,89.8366,135,0
8327,573451.796128756,137315.758621975,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573451.79613,137315.75862,89.8366,138,0
8328,573454.796116517,137315.76719141,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573454.79612,137315.76719,89.8356,141,0
8329,573457.796104278,137315.775760844,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573457.7961,137315.77576,89.8356,144,0
8330,573460.796092039,137315.784330279,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573460.79609,137315.78433,89.8366,147,0
8331,573463.796079799,137315.792899713,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573463.79608,137315.7929,89.8366,150,0
8332,573466.79606756,137315.801469147,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573466.79607,137315.80147,89.8366,153,0
8333,573469.796055321,137315.810038582,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573469.79606,137315.81004,89.8366,156,0
8334,573472.796043082,137315.818608016,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573472.79604,137315.81861,89.8366,159,0
8335,573475.796030843,137315.827177451,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573475.79603,137315.82718,89.8356,162,0
8336,573476.124967632,137318.499178924,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573476.12497,137318.49918,0,165,0
8337,573476.124967632,137321.499178924,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573476.12497,137321.49918,0,168,0
8338,573476.124967632,137324.499178924,0,0,0,0,0,171.47,85,4,CRIB-LINE,4, ,573476.12497,137324.49918,0,171,0
8339,573476.187467632,137297.546917055,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573476.18747,137297.54692,269.8366,0,0
8340,573473.187479883,137297.538343703,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573473.18748,137297.53834,269.8356,3,0
8341,573470.187492133,137297.52977035,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573470.18749,137297.52977,269.8366,6,0
8342,573467.187504383,137297.521196997,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573467.1875,137297.5212,269.8366,9,0
8343,573464.187516634,137297.512623644,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573464.18752,137297.51262,269.8366,12,0
8344,573461.187528884,137297.504050292,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573461.18753,137297.50405,269.8356,15,0
8345,573458.187541135,137297.495476939,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573458.18754,137297.49548,269.8366,18,0
8346,573455.187553385,137297.486903586,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573455.18755,137297.4869,269.8366,21,0
8347,573452.187565636,137297.478330233,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573452.18757,137297.47833,269.8356,24,0
8348,573449.187577886,137297.469756881,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573449.18758,137297.46976,269.8366,27,0
8349,573446.187590136,137297.461183528,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573446.18759,137297.46118,269.8366,30,0
8350,573443.187602387,137297.452610175,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573443.1876,137297.45261,269.8356,33,0
8351,573440.187614637,137297.444036822,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573440.18761,137297.44404,269.8356,36,0
8352,573437.187626888,137297.43546347,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573437.18763,137297.43546,269.8366,39,0
8353,573434.187639138,137297.426890117,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573434.18764,137297.42689,269.8366,42,0
8354,573431.187651388,137297.418316764,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573431.18765,137297.41832,269.8356,45,0
8355,573428.187663639,137297.409743411,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573428.18766,137297.40974,269.8366,48,0
8356,573425.187675889,137297.401170059,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573425.18768,137297.40117,269.8366,51,0
8357,573422.18768814,137297.392596706,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573422.18769,137297.3926,269.8356,54,0
8358,573419.18770039,137297.384023353,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573419.1877,137297.38402,269.8356,57,0
8359,573416.187712641,137297.37545,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573416.18771,137297.37545,269.8366,60,0
8360,573413.187724891,137297.366876648,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573413.18772,137297.36688,269.8366,63,0
8361,573410.187737141,137297.358303295,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573410.18774,137297.3583,269.8356,66,0
8362,573407.187749392,137297.349729942,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573407.18775,137297.34973,269.8366,69,0
8363,573404.187761642,137297.341156589,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573404.18776,137297.34116,269.8366,72,0
8364,573401.187773893,137297.332583237,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573401.18777,137297.33258,269.8356,75,0
8365,573399.624967632,137295.890929698,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573399.62497,137295.89093,180,78,0
8366,573399.624967632,137292.890929698,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573399.62497,137292.89093,180,81,0
8367,573399.624967632,137289.890929698,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573399.62497,137289.89093,180,84,0
8368,573400.921550428,137288.190956545,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573400.92155,137288.19096,89.8482,87,0
8369,573403.921539872,137288.198914722,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573403.92154,137288.19891,89.8473,90,0
8370,573406.921529317,137288.206872898,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573406.92153,137288.20687,89.8473,93,0
8371,573409.921518762,137288.214831074,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573409.92152,137288.21483,89.8473,96,0
8372,573412.921508206,137288.22278925,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573412.92151,137288.22279,89.8473,99,0
8373,573415.921497651,137288.230747426,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573415.9215,137288.23075,89.8473,102,0
8374,573418.921487095,137288.238705602,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573418.92149,137288.23871,89.8473,105,0
8375,573421.92147654,137288.246663778,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573421.92148,137288.24666,89.8482,108,0
8376,573424.921465984,137288.254621954,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573424.92147,137288.25462,89.8482,111,0
8377,573427.921455429,137288.26258013,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573427.92146,137288.26258,89.8482,114,0
8378,573430.921444873,137288.270538306,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573430.92144,137288.27054,89.8482,117,0
8379,573433.921434318,137288.278496482,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573433.92143,137288.2785,89.8482,120,0
8380,573436.921423762,137288.286454658,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573436.92142,137288.28645,89.8482,123,0
8381,573439.921413207,137288.294412835,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573439.92141,137288.29441,89.8482,126,0
8382,573442.921402652,137288.302371011,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573442.9214,137288.30237,89.8482,129,0
8383,573445.921392096,137288.310329187,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573445.92139,137288.31033,89.8482,132,0
8384,573448.921381541,137288.318287363,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573448.92138,137288.31829,89.8482,135,0
8385,573451.921370985,137288.326245539,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573451.92137,137288.32625,89.8482,138,0
8386,573454.92136043,137288.334203715,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573454.92136,137288.3342,89.8482,141,0
8387,573457.921349874,137288.342161891,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573457.92135,137288.34216,89.8482,144,0
8388,573460.921339319,137288.350120067,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573460.92134,137288.35012,89.8482,147,0
8389,573463.921328763,137288.358078243,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573463.92133,137288.35808,89.8482,150,0
8390,573466.921318208,137288.366036419,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573466.92132,137288.36604,89.8482,153,0
8391,573469.921307653,137288.373994595,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573469.92131,137288.37399,89.8482,156,0
8392,573472.921297097,137288.381952771,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573472.9213,137288.38195,89.8482,159,0
8393,573475.921286542,137288.389910948,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573475.92129,137288.38991,89.8473,162,0
8394,573476.187467632,137291.124435028,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573476.18747,137291.12444,0,165,0
8395,573476.187467632,137294.124435028,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573476.18747,137294.12444,0,168,0
8396,573476.187467632,137297.124435028,0,0,0,0,0,171.422,86,4,CRIB-LINE,4, ,573476.18747,137297.12444,0,171,0
8397,573476.249967632,137282.296917055,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573476.24997,137282.29692,269.8366,0,0
8398,573473.249979863,137282.288350696,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573473.24998,137282.28835,269.8356,3,0
8399,573470.249992093,137282.279784336,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573470.24999,137282.27978,269.8366,6,0
8400,573467.250004323,137282.271217976,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573467.25,137282.27122,269.8356,9,0
8401,573464.250016554,137282.262651616,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573464.25002,137282.26265,269.8366,12,0
8402,573461.250028784,137282.254085256,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573461.25003,137282.25409,269.8366,15,0
8403,573458.250041015,137282.245518896,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573458.25004,137282.24552,269.8366,18,0
8404,573455.250053245,137282.236952536,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573455.25005,137282.23695,269.8366,21,0
8405,573452.250065476,137282.228386177,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573452.25007,137282.22839,269.8356,24,0
8406,573449.250077706,137282.219819817,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573449.25008,137282.21982,269.8366,27,0
8407,573446.250089937,137282.211253457,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573446.25009,137282.21125,269.8356,30,0
8408,573443.250102167,137282.202687097,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573443.2501,137282.20269,269.8366,33,0
8409,573440.250114398,137282.194120737,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573440.25011,137282.19412,269.8366,36,0
8410,573437.250126628,137282.185554377,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573437.25013,137282.18555,269.8366,39,0
8411,573434.250138858,137282.176988017,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573434.25014,137282.17699,269.8366,42,0
8412,573431.250151089,137282.168421658,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573431.25015,137282.16842,269.8356,45,0
8413,573428.250163319,137282.159855298,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573428.25016,137282.15986,269.8366,48,0
8414,573425.25017555,137282.151288938,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573425.25018,137282.15129,269.8366,51,0
8415,573422.25018778,137282.142722578,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573422.25019,137282.14272,269.8366,54,0
8416,573419.250200011,137282.134156218,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573419.2502,137282.13416,269.8366,57,0
8417,573416.250212241,137282.125589858,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573416.25021,137282.12559,269.8366,60,0
8418,573413.250224471,137282.117023498,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573413.25022,137282.11702,269.8366,63,0
8419,573410.250236702,137282.108457139,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573410.25024,137282.10846,269.8356,66,0
8420,573407.250248932,137282.099890779,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573407.25025,137282.09989,269.8366,69,0
8421,573404.250261163,137282.091324419,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573404.25026,137282.09132,269.8366,72,0
8422,573401.250273393,137282.082758059,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573401.25027,137282.08276,269.8366,75,0
8423,573399.634367011,137280.703461577,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573399.63437,137280.70346,179.6071,78,0
8424,573399.654879409,137277.703531704,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573399.65488,137277.70353,179.6071,81,0
8425,573399.675391806,137274.703601831,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573399.67539,137274.7036,179.6071,84,0
8426,573400.921336538,137272.941041589,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573400.92134,137272.94104,89.8366,87,0
8427,573403.921324298,137272.949611024,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573403.92132,137272.94961,89.8366,90,0
8428,573406.921312059,137272.958180458,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573406.92131,137272.95818,89.8366,93,0
8429,573409.92129982,137272.966749893,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573409.9213,137272.96675,89.8366,96,0
8430,573412.921287581,137272.975319327,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573412.92129,137272.97532,89.8356,99,0
8431,573415.921275342,137272.983888761,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573415.92128,137272.98389,89.8356,102,0
8432,573418.921263102,137272.992458196,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573418.92126,137272.99246,89.8366,105,0
8433,573421.921250863,137273.00102763,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573421.92125,137273.00103,89.8366,108,0
8434,573424.921238624,137273.009597065,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573424.92124,137273.0096,89.8366,111,0
8435,573427.921226385,137273.018166499,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573427.92123,137273.01817,89.8366,114,0
8436,573430.921214145,137273.026735934,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573430.92121,137273.02674,89.8366,117,0
8437,573433.921201906,137273.035305368,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573433.9212,137273.03531,89.8356,120,0
8438,573436.921189667,137273.043874802,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573436.92119,137273.04387,89.8356,123,0
8439,573439.921177428,137273.052444237,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573439.92118,137273.05244,89.8366,126,0
8440,573442.921165189,137273.061013671,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573442.92117,137273.06101,89.8366,129,0
8441,573445.921152949,137273.069583106,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573445.92115,137273.06958,89.8366,132,0
8442,573448.92114071,137273.07815254,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573448.92114,137273.07815,89.8366,135,0
8443,573451.921128471,137273.086721975,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573451.92113,137273.08672,89.8366,138,0
8444,573454.921116232,137273.095291409,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573454.92112,137273.09529,89.8356,141,0
8445,573457.921103992,137273.103860843,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573457.9211,137273.10386,89.8356,144,0
8446,573460.921091753,137273.112430278,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573460.92109,137273.11243,89.8366,147,0
8447,573463.921079514,137273.120999712,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573463.92108,137273.121,89.8366,150,0
8448,573466.921067275,137273.129569147,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573466.92107,137273.12957,89.8366,153,0
8449,573469.921055035,137273.138138581,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573469.92106,137273.13814,89.8366,156,0
8450,573472.921042796,137273.146708015,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573472.92104,137273.14671,89.8356,159,0
8451,573475.921030557,137273.15527745,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573475.92103,137273.15528,89.8356,162,0
8452,573476.249967632,137275.827278638,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573476.24997,137275.82728,0,165,0
8453,573476.249967632,137278.827278638,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573476.24997,137278.82728,0,168,0
8454,573476.249967632,137281.827278638,0,0,0,0,0,171.47,87,4,CRIB-LINE,4, ,573476.24997,137281.82728,0,171,0
8455,573383.999967632,137282.046917055,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573383.99997,137282.04692,269.8376,0,0
8456,573380.999979705,137282.038406231,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573380.99998,137282.03841,269.8376,3,0
8457,573377.999991777,137282.029895406,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573377.99999,137282.0299,269.8376,6,0
8458,573375.000003849,137282.021384581,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573375,137282.02138,269.8376,9,0
8459,573372.000015922,137282.012873756,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573372.00002,137282.01287,269.8367,12,0
8460,573369.000027994,137282.004362932,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573369.00003,137282.00436,269.8376,15,0
8461,573366.000040066,137281.995852107,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573366.00004,137281.99585,269.8376,18,0
8462,573363.000052139,137281.987341282,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573363.00005,137281.98734,269.8376,21,0
8463,573360.000064211,137281.978830457,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573360.00006,137281.97883,269.8376,24,0
8464,573357.000076284,137281.970319633,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573357.00008,137281.97032,269.8376,27,0
8465,573354.000088356,137281.961808808,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573354.00009,137281.96181,269.8376,30,0
8466,573351.000100428,137281.953297983,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573351.0001,137281.9533,269.8367,33,0
8467,573348.000112501,137281.944787158,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573348.00011,137281.94479,269.8376,36,0
8468,573345.000124573,137281.936276334,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573345.00012,137281.93628,269.8376,39,0
8469,573342.000136645,137281.927765509,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573342.00014,137281.92777,269.8376,42,0
8470,573339.000148718,137281.919254684,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573339.00015,137281.91925,269.8376,45,0
8471,573336.00016079,137281.910743859,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573336.00016,137281.91074,269.8367,48,0
8472,573333.000172863,137281.902233035,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573333.00017,137281.90223,269.8376,51,0
8473,573330.000184935,137281.89372221,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573330.00018,137281.89372,269.8376,54,0
8474,573327.000197007,137281.885211385,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573327.0002,137281.88521,269.8376,57,0
8475,573324.00020908,137281.87670056,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573324.00021,137281.8767,269.8376,60,0
8476,573321.000221152,137281.868189736,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573321.00022,137281.86819,269.8376,63,0
8477,573318.000233224,137281.859678911,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573318.00023,137281.85968,269.8376,66,0
8478,573315.000245297,137281.851168086,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573315.00025,137281.85117,269.8367,69,0
8479,573312.000257369,137281.842657261,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573312.00026,137281.84266,269.8376,72,0
8480,573309.000269442,137281.834146437,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573309.00027,137281.83415,269.8376,75,0
8481,573306.874967632,137280.953427417,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573306.87497,137280.95343,180,78,0
8482,573306.874967632,137277.953427417,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573306.87497,137277.95343,180,81,0
8483,573306.874967632,137274.953427417,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573306.87497,137274.95343,180,84,0
8484,573307.609054319,137272.689598673,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573307.60905,137272.6896,89.8376,87,0
8485,573310.609042257,137272.698105608,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573310.60904,137272.69811,89.8376,90,0
8486,573313.609030196,137272.706612543,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573313.60903,137272.70661,89.8376,93,0
8487,573316.609018135,137272.715119478,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573316.60902,137272.71512,89.8376,96,0
8488,573319.609006073,137272.723626413,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573319.60901,137272.72363,89.8376,99,0
8489,573322.608994012,137272.732133348,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573322.60899,137272.73213,89.8376,102,0
8490,573325.608981951,137272.740640283,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573325.60898,137272.74064,89.8376,105,0
8491,573328.608969889,137272.749147218,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573328.60897,137272.74915,89.8376,108,0
8492,573331.608957828,137272.757654153,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573331.60896,137272.75765,89.8376,111,0
8493,573334.608945767,137272.766161088,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573334.60895,137272.76616,89.8376,114,0
8494,573337.608933705,137272.774668023,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573337.60893,137272.77467,89.8376,117,0
8495,573340.608921644,137272.783174958,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573340.60892,137272.78317,89.8376,120,0
8496,573343.608909582,137272.791681893,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573343.60891,137272.79168,89.8376,123,0
8497,573346.608897521,137272.800188828,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573346.6089,137272.80019,89.8376,126,0
8498,573349.60888546,137272.808695763,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573349.60889,137272.8087,89.8376,129,0
8499,573352.608873399,137272.817202698,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573352.60887,137272.8172,89.8376,132,0
8500,573355.608861337,137272.825709633,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573355.60886,137272.82571,89.8376,135,0
8501,573358.608849276,137272.834216568,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573358.60885,137272.83422,89.8376,138,0
8502,573361.608837214,137272.842723503,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573361.60884,137272.84272,89.8367,141,0
8503,573364.608825153,137272.851230438,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573364.60883,137272.85123,89.8367,144,0
8504,573367.608813092,137272.859737373,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573367.60881,137272.85974,89.8367,147,0
8505,573370.60880103,137272.868244308,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573370.6088,137272.86824,89.8376,150,0
8506,573373.608788969,137272.876751243,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573373.60879,137272.87675,89.8376,153,0
8507,573376.608776908,137272.885258178,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573376.60878,137272.88526,89.8376,156,0
8508,573379.608764846,137272.893765113,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573379.60876,137272.89377,89.8376,159,0
8509,573382.608752785,137272.902272048,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573382.60875,137272.90227,89.8376,162,0
8510,573383.999967632,137274.514996615,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573383.99997,137274.515,0,165,0
8511,573383.999967632,137277.514996615,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573383.99997,137277.515,0,168,0
8512,573383.999967632,137280.514996615,0,0,0,0,0,172.532,88,4,CRIB-LINE,4, ,573383.99997,137280.515,0,171,0
8513,573586.312467632,137696.187517055,0,0,0,0,0,36.5314,89,4,CRIB-LINE,4, ,573586.31247,137696.18752,269.8037,0,0
8514,573583.312485281,137696.177226705,0,0,0,0,0,36.5314,89,4,CRIB-LINE,4, ,573583.31249,137696.17723,269.8037,3,0
8515,573580.312502929,137696.166936355,0,0,0,0,0,36.5314,89,4,CRIB-LINE,4, ,573580.3125,137696.16694,269.7992,6,0
8516,573577.312520578,137696.156646004,0,0,0,0,0,36.5314,89,4,CRIB-LINE,4, ,573577.31252,137696.15665,269.8037,9,0
8517,573577.187467632,137693.281270737,0,0,0,0,0,36.5314,89,4,CRIB-LINE,4, ,573577.18747,137693.28127,180,12,0
