ET_FID,X,Y,Id,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,WIDS_,WIDS_ID,DXF_LAYER,CLASS,TEXT,ET_X,ET_Y,ET_ANGLE,ET_STATION,ET_ID
191,572479.106712609,136975.447928394,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572479.10671,136975.44793,283.607,6,0
192,572476.300689312,136976.489290767,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572476.30069,136976.48929,292.6186,9,0
193,572473.531454314,136977.643126772,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572473.53145,136977.64313,292.6186,12,0
194,572470.762219316,136978.796962777,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572470.76222,136978.79696,292.6186,15,0
195,572467.992984318,136979.950798782,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572467.99298,136979.9508,292.6186,18,0
196,572466.216721316,136982.033767235,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572466.21672,136982.03377,341.1815,21,0
197,572465.249176667,136984.873460414,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572465.24918,136984.87346,341.1815,24,0
198,572464.281632018,136987.713153593,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572464.28163,136987.71315,341.1815,27,0
199,572463.314087369,136990.552846772,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572463.31409,136990.55285,341.1822,30,0
200,572462.34654272,136993.392539952,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572462.34654,136993.39254,341.1895,33,0
201,572462.954221291,136996.246039771,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572462.95422,136996.24604,17.8111,36,0
202,572463.871841985,136999.102256195,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572463.87184,136999.10226,17.8111,39,0
203,572464.789462679,137001.958472619,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572464.78946,137001.95847,17.8111,42,0
204,572465.707083373,137004.814689043,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572465.70708,137004.81469,17.8105,45,0
205,572466.624704068,137007.670905467,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572466.6247,137007.67091,17.8111,48,0
206,572467.542324762,137010.527121891,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572467.54232,137010.52712,17.8111,51,0
207,572468.816145097,137013.227381643,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572468.81615,137013.22738,29.4845,54,0
208,572470.292515453,137015.838957905,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572470.29252,137015.83896,29.4771,57,0
209,572471.768885809,137018.450534167,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572471.76889,137018.45053,29.4771,60,0
210,572473.245256165,137021.062110429,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572473.24526,137021.06211,29.4771,63,0
211,572474.721626521,137023.673686691,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572474.72163,137023.67369,29.4845,66,0
212,572476.197996877,137026.285262953,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572476.198,137026.28526,29.4771,69,0
213,572477.674367233,137028.896839215,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572477.67437,137028.89684,29.4771,72,0
214,572479.150737589,137031.508415477,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572479.15074,137031.50842,29.4845,75,0
215,572479.945858031,137034.378914769,0,0,0,0,0,638.857,3,21,UN-UPR-TEXT,21, ,572479.94586,137034.37891,12.1385,78,0
216,572537.925467632,137107.589517055,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572537.92547,137107.58952,318.8253,0,0
217,572535.600540565,137109.475252806,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572535.60054,137109.47525,305.471,3,0
218,572532.93393525,137110.840271303,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572532.93394,137110.84027,293.7508,6,0
219,572530.079684136,137111.748551031,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.07968,137111.74855,282.7652,9,0
220,572527.133234744,137112.30185994,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572527.13323,137112.30186,278.5287,12,0
221,572524.152724465,137112.637803563,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572524.15272,137112.6378,275.7872,15,0
222,572521.156208276,137112.773653668,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572521.15621,137112.77365,270.7775,18,0
223,572518.156483038,137112.779578756,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572518.15648,137112.77958,269.2251,21,0
224,572515.159034525,137112.667297932,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572515.15903,137112.6673,267.1361,24,0
225,572512.169632163,137112.420980568,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572512.16963,137112.42098,263.6046,27,0
226,572509.203248232,137111.982034729,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572509.20325,137111.98203,258.1427,30,0
227,572506.307241327,137111.213820134,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572506.30724,137111.21382,248.3103,33,0
228,572503.574261793,137109.982931146,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572503.57426,137109.98293,240.5201,36,0
229,572501.007730454,137108.43209747,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.00773,137108.4321,237.1441,39,0
230,572498.561145622,137106.697124477,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572498.56115,137106.69712,232.8059,42,0
231,572496.215918389,137104.827664124,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572496.21592,137104.82766,230.0965,45,0
232,572493.972335319,137102.836868073,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572493.97234,137102.83687,227.7495,48,0
233,572491.853590938,137100.713724653,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572491.85359,137100.71372,224.526,51,0
234,572489.855133545,137098.476571681,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572489.85513,137098.47657,219.0324,54,0
235,572487.975114789,137096.139269904,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572487.97511,137096.13927,214.66,57,0
236,572486.271475671,137093.670001116,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.27148,137093.67,212.4784,60,0
237,572484.660849194,137091.139016653,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572484.66085,137091.13902,212.4771,63,0
238,572484.938367632,136974.036617055,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572484.93837,136974.03662,176.5991,0,0
239,572485.154852067,136971.044570083,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.15485,136971.04457,175.4708,3,0
240,572485.321017454,136968.049737485,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.32102,136968.04974,177.7321,6,0
241,572485.439736096,136965.052087425,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.43974,136965.05209,177.7321,9,0
242,572485.55816767,136962.054426023,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.55817,136962.05443,177.7439,12,0
243,572485.676052886,136959.056743086,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.67605,136959.05674,177.754,15,0
244,572485.771588953,136956.05840173,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.77159,136956.0584,178.8877,18,0
245,572485.847004616,136953.059465694,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.847,136953.05947,177.7869,21,0
246,572485.962617022,136950.061694262,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572485.96262,136950.06169,177.8079,24,0
247,572486.084480271,136947.064227094,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.08448,136947.06423,176.7602,27,0
248,572486.253963807,136944.069018387,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.25396,136944.06902,176.8058,30,0
249,572486.421144228,136941.073680225,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.42114,136941.07368,176.8049,33,0
250,572486.683670527,136938.085354447,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.68367,136938.08535,174.7821,36,0
251,572486.95104092,136935.09729431,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572486.95104,136935.09729,174.9207,39,0
252,572487.272026629,136932.114891255,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572487.27203,136932.11489,173.0879,42,0
253,572487.663996762,136929.140889525,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572487.664,136929.14089,171.4693,45,0
254,572488.116861211,136926.175358671,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572488.11686,136926.17536,170.0182,48,0
255,572488.6368623,136923.220769213,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572488.63686,136923.22077,170.0182,51,0
256,572489.208650771,136920.275894647,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572489.20865,136920.27589,168.7324,54,0
257,572489.833901428,136917.342189054,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572489.8339,136917.34219,166.806,57,0
258,572490.518637666,136914.421378159,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572490.51864,136914.42138,166.806,60,0
259,572491.245729473,136911.510844257,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572491.24573,136911.51084,165.9171,63,0
260,572491.996542772,136908.606439038,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572491.99654,136908.60644,164.8757,66,0
261,572492.779269847,136905.710348859,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572492.77927,136905.71035,164.8765,69,0
262,572493.578899222,136902.818893334,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572493.5789,136902.81889,164.4567,72,0
263,572494.38781095,136899.930031048,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572494.38781,136899.93003,163.8563,75,0
264,572495.22198518,136897.048338255,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572495.22199,136897.04834,163.8555,78,0
265,572496.04308966,136894.1629241,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572496.04309,136894.16292,164.3578,81,0
266,572496.851979436,136891.27403204,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572496.85198,136891.27403,164.3579,84,0
267,572497.608951625,136888.371162515,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572497.60895,136888.37116,165.5053,87,0
268,572498.33261789,136885.460047723,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572498.33262,136885.46005,167.2139,90,0
269,572498.996577193,136882.534443846,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572498.99658,136882.53444,167.213,93,0
270,572499.621709996,136879.600363008,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.62171,136879.60036,168.1549,96,0
271,572500.165565023,136876.65151302,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.16557,136876.65151,171.7731,99,0
272,572500.585939945,136873.681277185,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.58594,136873.68128,174.0427,102,0
273,572500.897297219,136870.697478156,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.8973,136870.69748,174.0427,105,0
274,572501.08307892,136867.703628739,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.08308,136867.70363,176.8058,108,0
275,572501.124967632,136864.704796809,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.12497,136864.7048,180,111,0
276,572501.079559793,136861.705282394,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.07956,136861.70528,181.2259,114,0
277,572500.913604496,136858.710505644,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.9136,136858.71051,183.8784,117,0
278,572500.701922571,136855.717986196,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.70192,136855.71799,184.0851,120,0
279,572500.485015102,136852.725908789,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.48502,136852.72591,182.9548,123,0
280,572500.351909464,136849.729054199,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.35191,136849.72905,181.5274,126,0
281,572500.312467632,136846.729580008,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.31247,136846.72958,180,129,0
282,572500.371698356,136843.730380277,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.3717,136843.73038,178.4523,132,0
283,572500.631309095,136840.742421936,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.63131,136840.74242,172.504,135,0
284,572501.099721975,136837.780914965,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.09972,136837.78091,168.5512,138,0
285,572501.75727479,136834.854457709,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.75727,136834.85446,166.2935,141,0
286,572502.528194529,136831.955546457,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.52819,136831.95555,164.4934,144,0
287,572503.43292202,136829.095989532,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572503.43292,136829.09599,161.6602,147,0
288,572504.347267618,136826.238785624,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572504.34727,136826.23879,162.4743,150,0
289,572505.185211484,136823.358546157,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572505.18521,136823.35855,164.3579,153,0
290,572505.972162878,136820.463657899,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572505.97216,136820.46366,165.0692,156,0
291,572506.633101745,136817.539822464,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572506.6331,136817.53982,169.6496,159,0
292,572507.131447725,136814.582114858,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.13145,136814.58211,172.1132,162,0
293,572507.515602613,136811.607908276,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.5156,136811.60791,177.1497,165,0
294,572507.66479241,136808.611620172,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.66479,136808.61162,177.1497,168,0
295,572507.566460336,136805.615063834,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.56646,136805.61506,182.7264,171,0
296,572507.328428768,136802.625856179,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.32843,136802.62586,186.1461,174,0
297,572506.985440672,136799.645916529,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572506.98544,136799.64592,188.5835,177,0
298,572506.537679952,136796.679519668,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572506.53768,136796.67952,188.5835,180,0
299,572505.992328193,136793.729983547,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572505.99233,136793.72998,191.0205,183,0
300,572505.386851352,136790.792043168,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572505.38685,136790.79204,192.7577,186,0
301,572504.724370589,136787.866104132,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572504.72437,136787.8661,192.7576,189,0
302,572504.093167098,136784.933269047,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572504.09317,136784.93327,192.1094,192,0
303,572503.453291187,136782.002319451,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572503.45329,136782.00232,192.4815,195,0
304,572502.808649217,136779.072408042,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.80865,136779.07241,192.1266,198,0
305,572502.178414595,136776.139354288,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.17841,136776.13935,192.1274,201,0
306,572501.698580873,136773.178342453,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.69858,136773.17834,188.9345,204,0
307,572501.251265546,136770.211902977,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.25127,136770.2119,188.4269,207,0
308,572500.895454142,136767.23397946,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.89545,136767.23398,185.5993,210,0
309,572500.656328637,136764.244002369,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.65633,136764.244,183.5577,213,0
310,572500.497502945,136761.248336841,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.4975,136761.24834,182.503,216,0
311,572500.40032639,136758.250072862,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.40033,136758.25007,181.3093,219,0
312,572500.329431673,136755.250911193,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.32943,136755.25091,181.3801,222,0
313,572500.312467632,136752.251115553,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.31247,136752.25112,180,225,0
314,572500.374967632,136749.251927122,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.37497,136749.25193,180,228,0
315,572500.374967632,136746.251927122,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.37497,136746.25193,180,231,0
316,572500.418076127,136743.25249424,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.41808,136743.25249,178.4928,234,0
317,572500.495102197,136740.253483434,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.4951,136740.25348,178.5399,237,0
318,572500.574538308,136737.254591097,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.57454,136737.25459,177.3529,240,0
319,572500.723607134,136734.258378021,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.72361,136734.25838,176.2685,243,0
320,572500.915960527,136731.264555821,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.91596,136731.26456,176.5139,246,0
321,572501.107749489,136728.270752913,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.10775,136728.27075,175.6017,249,0
322,572501.336904532,136725.279518906,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.3369,136725.27952,175.7638,252,0
323,572501.558519589,136722.287715643,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.55852,136722.28772,175.7629,255,0
324,572501.722950278,136719.292235215,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.72295,136719.29224,176.8783,258,0
325,572501.929962712,136716.29944932,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.92996,136716.29945,175.8777,261,0
326,572502.110320774,136713.304976112,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.11032,136713.30498,176.8783,264,0
327,572502.24634881,136710.308173631,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.24635,136710.30817,177.8686,267,0
328,572502.312467632,136707.309403314,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.31247,136707.3094,180,270,0
329,572502.312467632,136704.309403314,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.31247,136704.3094,180,273,0
330,572502.273392818,136701.310243259,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.27339,136701.31024,182.4626,276,0
331,572502.11979682,136698.314381607,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.1198,136698.31438,183.8784,279,0
332,572501.912959949,136695.321524052,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.91296,136695.32152,184.0615,282,0
333,572501.619902478,136692.336857264,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.6199,136692.33686,186.9953,285,0
334,572501.243702402,136689.360548262,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.2437,136689.36055,187.3058,288,0
335,572500.851160576,136686.386344841,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.85116,136686.38634,187.6965,291,0
336,572500.423673099,136683.417249858,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572500.42367,136683.41725,189.4625,294,0
337,572499.967929605,136680.452291529,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.96793,136680.45229,188.073,297,0
338,572499.610043015,136677.473962806,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.61004,136677.47396,185.1173,300,0
339,572499.404707258,136674.482178689,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.40471,136674.48218,181.7624,303,0
340,572499.447892864,136671.484327812,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.44789,136671.48433,172.4046,306,0
341,572499.968337287,136668.533929209,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572499.96834,136668.53393,166.3161,309,0
342,572501.002013688,136665.728418765,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572501.00201,136665.72842,151.2333,312,0
343,572502.638726993,136663.222160272,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572502.63873,136663.22216,143.5308,315,0
344,572504.844605976,136661.204523497,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572504.84461,136661.20452,126.4691,318,0
345,572507.487028974,136659.814048328,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572507.48703,136659.81405,108.1366,321,0
346,572510.396011123,136659.12175401,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572510.39601,136659.12175,98.8805,324,0
347,572513.388078584,136659.050818239,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572513.38808,136659.05082,83.8298,327,0
348,572516.356534836,136659.464604604,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572516.35653,136659.4646,78.54,330,0
349,572519.26427182,136660.192491457,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572519.26427,136660.19249,73.8008,333,0
350,572522.096347248,136661.177871099,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572522.09635,136661.17787,69.7918,336,0
351,572524.812187837,136662.447624755,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572524.81219,136662.44762,61.113,339,0
352,572527.365911515,136664.015758895,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572527.36591,136664.01576,55.7843,342,0
353,572529.563970824,136666.038229046,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.56397,136666.03823,40.2026,345,0
354,572530.795377253,136668.736074704,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.79538,136668.73607,15.092,348,0
355,572531.16046835,136671.70563859,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572531.16047,136671.70564,1.909,351,0
356,572531.064309548,136674.701722311,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572531.06431,136674.70172,356.7754,354,0
357,572530.9144729,136677.697945931,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.91447,136677.69795,356.4423,357,0
358,572530.724058475,136680.691873945,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.72406,136680.69187,355.7444,360,0
359,572530.501419963,136683.68360122,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.50142,136683.6836,355.7444,363,0
360,572530.294025745,136686.676423652,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.29403,136686.67642,356.0381,366,0
361,572530.056189344,136689.666938762,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.05619,136689.66694,355.2951,369,0
362,572529.83790402,136692.658865817,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.8379,136692.65887,356.3233,372,0
363,572529.645528449,136695.652691403,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.64553,136695.65269,356.3233,375,0
364,572529.453152878,136698.646516989,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.45315,136698.64652,356.3233,378,0
365,572529.256435534,136701.640060141,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.25644,136701.64006,356.233,381,0
366,572529.08672601,136704.635188417,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.08673,136704.63519,357.0393,384,0
367,572528.926723404,136707.63091317,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.92672,136707.63091,356.8201,387,0
368,572528.775075058,136710.626998002,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.77508,136710.627,357.7211,390,0
369,572528.670600617,136713.625076778,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.6706,136713.62508,358.7884,393,0
370,572528.624967632,136716.624593939,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.62497,136716.62459,0,396,0
371,572528.624967632,136719.624593939,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.62497,136719.62459,0,399,0
372,572528.658864305,136722.624180627,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.65886,136722.62418,1.3977,402,0
373,572528.733414602,136725.623253982,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.73341,136725.62325,1.4415,405,0
374,572528.927313703,136728.616320953,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572528.92731,136728.61632,4.3426,408,0
375,572529.155688431,136731.607615769,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.15569,136731.60762,4.3426,411,0
376,572529.428506873,136734.594401168,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.42851,136734.5944,7.1692,414,0
377,572529.765110298,136737.575189574,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572529.76511,136737.57519,5.6399,417,0
378,572530.10282353,136740.555935416,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.10282,136740.55594,6.9537,420,0
379,572530.459449033,136743.534660827,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.45945,136743.53466,6.7892,423,0
380,572530.867187716,136746.506760991,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572530.86719,136746.50676,7.9429,426,0
381,572531.208451005,136749.487243763,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572531.20845,136749.48724,7.5121,429,0
382,572531.59369525,136752.462328905,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572531.5937,136752.46233,6.1376,432,0
383,572531.921711625,136755.444278335,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572531.92171,136755.44428,7.2753,435,0
384,572532.301607286,136758.420127674,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572532.30161,136758.42013,7.2745,438,0
385,572532.681799909,136761.395939001,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572532.6818,136761.39594,7.3135,441,0
386,572533.07527714,136764.369908108,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572533.07528,136764.36991,8.6525,444,0
387,572533.541733836,136767.333261348,0,0,0,0,0,973.951,4,8,MISC-WASTE,8, ,572533.54173,136767.33326,10.1357,447,0
